gene	n_bins	sum_x1_ESC	sum_x2_NPC	ratio_x2_over_x1
Gm9925	1	6	4	0.6666666666666666
Gm9926	3	10	6	0.6
Gm9936	3	8	5	0.625
Gm9949	1	1	8	8.0
Gm9958	2	3	7	2.3333333333333335
Gm9961	3	62	32	0.5161290322580645
Gm9962	1	3	3	1.0
Gm9999	2	3	10	3.3333333333333335
Gmcl1	3	3	8	2.6666666666666665
Gmds	3	4	9	2.25
Gmeb1	3	4	4	1.0
Gmeb2	3	29	29	1.0
Gmfb	3	8	10	1.25
Gmfg	2	6	10	1.6666666666666667
Gmip	3	5	2	0.4
Gml	3	1	7	7.0
Gml2	1	0	3	NA
Gmnc	3	0	0	NA
Gmnn	3	21	9	0.42857142857142855
Gmppa	3	19	9	0.47368421052631576
Gmppb	3	10	13	1.3
Gmpr	3	6	13	2.1666666666666665
Gmpr2	2	6	6	1.0
Gmps	3	9	9	1.0
Gna11	3	9	10	1.1111111111111112
Gna12	3	19	10	0.5263157894736842
Gna13	3	8	8	1.0
Gna14	3	11	6	0.5454545454545454
Gna15	3	35	4	0.11428571428571428
Gnai1	3	9	11	1.2222222222222223
Gnai2	3	25	17	0.68
Gnai3	3	5	13	2.6
Gnal	3	21	29	1.380952380952381
Gnao1	3	7	10	1.4285714285714286
Gnaq	3	9	15	1.6666666666666667
Gnas	3	2	5	2.5
Gnasas1	3	15	14	0.9333333333333333
Gnat1	3	22	23	1.0454545454545454
Gnat2	3	25	16	0.64
Gnat3	3	6	17	2.8333333333333335
Gnaz	3	22	8	0.36363636363636365
Gnb1	3	8	11	1.375
Gnb1l	3	249	57	0.2289156626506024
Gnb2	3	10	8	0.8
Gnb3	3	9	11	1.2222222222222223
Gnb4	3	1	2	2.0
Gnb5	3	3	9	3.0
Gne	3	9	6	0.6666666666666666
Gng10	3	11	9	0.8181818181818182
Gng11	3	26	8	0.3076923076923077
Gng12	3	4	14	3.5
Gng13	3	8	14	1.75
Gng2	3	33	14	0.42424242424242425
Gng3	3	13	11	0.8461538461538461
Gng4	3	1	2	2.0
Gng5	1	8	2	0.25
Gng5-ps	3	7	8	1.1428571428571428
Gng7	3	9	10	1.1111111111111112
Gng8	3	1	8	8.0
Gngt1	3	7	11	1.5714285714285714
Gngt2	3	11	15	1.3636363636363635
Gnl1	1	3	8	2.6666666666666665
Gnl2	3	13	28	2.1538461538461537
Gnl3	3	9	16	1.7777777777777777
Gnl3l	3	1	1	1.0
Gnmt	3	9	7	0.7777777777777778
Gnpat	1	7	5	0.7142857142857143
Gnpda1	3	5	11	2.2
Gnpda2	3	7	13	1.8571428571428572
Gnpnat1	3	26	10	0.38461538461538464
Gnptab	3	12	4	0.3333333333333333
Gnptg	3	15	10	0.6666666666666666
Gnrh1	3	16	15	0.9375
Gnrhr	3	1	2	2.0
Gns	3	8	5	0.625
Golga1	3	1	4	4.0
Golga2	1	8	5	0.625
Golga3	1	1	1	1.0
Golga4	3	6	10	1.6666666666666667
Golga5	3	16	14	0.875
Golga7	3	6	10	1.6666666666666667
Golga7b	3	50	7	0.14
Golgb1	3	17	34	2.0
Golim4	3	2	9	4.5
Golm1	3	9	2	0.2222222222222222
Golph3	3	14	9	0.6428571428571429
Golph3l	3	7	6	0.8571428571428571
Golt1a	3	5	5	1.0
Golt1b	1	7	3	0.42857142857142855
Gon4l	3	10	15	1.5
Gon7	1	3	3	1.0
Gopc	3	6	9	1.5
Gorab	3	5	8	1.6
Gorasp1	3	10	6	0.6
Gorasp2	3	1	6	6.0
Gosr1	3	1	9	9.0
Gosr2	1	10	16	1.6
Got1	3	11	15	1.3636363636363635
Got1l1	3	23	13	0.5652173913043478
Got2	3	16	11	0.6875
Gp1ba	3	16	12	0.75
Gp1bb	3	15	7	0.4666666666666667
Gp2	3	11	8	0.7272727272727273
Gp5	3	10	5	0.5
Gp6	3	10	6	0.6
Gp9	3	16	10	0.625
Gpa33	3	3	8	2.6666666666666665
Gpaa1	3	16	18	1.125
Gpalpp1	3	29	22	0.7586206896551724
Gpam	3	21	21	1.0
Gpank1	3	24	17	0.7083333333333334
Gpat2	3	25	16	0.64
Gpat3	3	14	17	1.2142857142857142
Gpat4	3	14	15	1.0714285714285714
Gpatch1	3	11	12	1.0909090909090908
Gpatch11	1	1	2	2.0
Gpatch2	1	1	0	0.0
Gpatch2l	3	12	8	0.6666666666666666
Gpatch3	3	7	10	1.4285714285714286
Gpatch4	3	19	6	0.3157894736842105
Gpatch8	3	29	7	0.2413793103448276
Gpbar1	3	15	16	1.0666666666666667
Gpbp1	3	11	11	1.0
Gpbp1l1	3	8	13	1.625
Gpc1	3	18	26	1.4444444444444444
Gpc2	3	0	0	NA
Gpc3	3	20	3	0.15
Gpc4	3	7	6	0.8571428571428571
Gpc5	3	5	8	1.6
Gpc6	3	46	23	0.5
Gpcpd1	3	4	8	2.0
Gpd1	3	12	9	0.75
Gpd1l	3	6	7	1.1666666666666667
Gpd2	3	2	2	1.0
Gper1	3	41	17	0.4146341463414634
Gpha2	3	12	5	0.4166666666666667
Gphb5	3	9	8	0.8888888888888888
Gphn	3	0	0	NA
Gpi1	3	7	6	0.8571428571428571
Gpihbp1	3	12	18	1.5
Gpkow	3	10	7	0.7
Gpld1	3	7	4	0.5714285714285714
Gpm6a	3	5	10	2.0
Gpm6b	3	2	6	3.0
Gpn1	3	3	11	3.6666666666666665
Gpn2	3	2	7	3.5
Gpn3	1	0	2	NA
Gpnmb	3	11	24	2.1818181818181817
Gpr1	3	7	20	2.857142857142857
Gpr101	3	3	4	1.3333333333333333
Gpr107	1	1	6	6.0
Gpr108	3	0	0	NA
Gpr119	3	9	7	0.7777777777777778
Gpr12	3	7	10	1.4285714285714286
Gpr132	3	1	2	2.0
Gpr135	3	10	6	0.6
Gpr137	1	3	7	2.3333333333333335
Gpr137b	3	2	5	2.5
Gpr137b-ps	3	0	0	NA
Gpr137c	1	2	3	1.5
Gpr139	3	59	14	0.23728813559322035
Gpr141	3	5	4	0.8
Gpr141b	3	0	5	NA
Gpr142	3	9	13	1.4444444444444444
Gpr143	3	2	2	1.0
Gpr146	3	42	22	0.5238095238095238
Gpr149	3	6	11	1.8333333333333333
Gpr15	3	0	1	NA
Gpr150	3	2	18	9.0
Gpr151	3	6	10	1.6666666666666667
Gpr152	1	6	5	0.8333333333333334
Gpr153	3	9	7	0.7777777777777778
Gpr155	3	17	12	0.7058823529411765
Gpr156	3	18	10	0.5555555555555556
Gpr157	3	18	8	0.4444444444444444
Gpr158	3	23	6	0.2608695652173913
Gpr160	3	18	6	0.3333333333333333
Gpr161	3	1	4	4.0
Gpr162	3	13	5	0.38461538461538464
Gpr165	3	2	4	2.0
Gpr17	3	34	18	0.5294117647058824
Gpr171	3	19	9	0.47368421052631576
Gpr173	1	0	0	NA
Gpr174	3	2	4	2.0
Gpr176	3	3	14	4.666666666666667
Gpr179	3	10	8	0.8
Gpr18	3	7	30	4.285714285714286
Gpr180	3	6	7	1.1666666666666667
Gpr182	3	1	2	2.0
Gpr183	3	0	21	NA
Gpr19	2	3	4	1.3333333333333333
Gpr20	3	14	8	0.5714285714285714
Gpr21	3	7	10	1.4285714285714286
Gpr22	3	3	8	2.6666666666666665
Gpr25	3	9	6	0.6666666666666666
Gpr26	3	16	33	2.0625
Gpr27	3	21	29	1.380952380952381
Gpr3	3	65	61	0.9384615384615385
Gpr31b	3	1	0	0.0
Gpr33	3	5	4	0.8
Gpr34	3	0	3	NA
Gpr35	3	15	12	0.8
Gpr37	3	134	56	0.417910447761194
Gpr37l1	3	8	11	1.375
Gpr39	3	8	14	1.75
Gpr4	3	0	0	NA
Gpr45	3	4	12	3.0
Gpr50	3	0	3	NA
Gpr52	3	6	7	1.1666666666666667
Gpr55	3	24	14	0.5833333333333334
Gpr6	3	17	18	1.0588235294117647
Gpr61	3	69	21	0.30434782608695654
Gpr62	3	14	15	1.0714285714285714
Gpr63	3	2	10	5.0
Gpr65	3	7	3	0.42857142857142855
Gpr68	3	10	13	1.3
Gpr75	3	24	9	0.375
Gpr82	3	0	1	NA
Gpr83	3	6	4	0.6666666666666666
Gpr84	3	12	10	0.8333333333333334
Gpr85	3	33	11	0.3333333333333333
Gpr87	3	2	4	2.0
Gpr88	3	5	11	2.2
Gpr89	3	9	6	0.6666666666666666
Gprasp1	3	10	3	0.3
Gprasp2	3	4	1	0.25
Gprc5a	3	14	11	0.7857142857142857
Gprc5b	3	6	17	2.8333333333333335
Gprc5c	3	10	21	2.1
Gprc5d	3	13	18	1.3846153846153846
Gprc6a	3	15	19	1.2666666666666666
Gprin1	3	14	4	0.2857142857142857
Gprin2	3	2	6	3.0
Gprin3	3	4	4	1.0
Gps1	1	8	7	0.875
Gps2	3	19	9	0.47368421052631576
Gpsm1	3	13	13	1.0
Gpsm2	3	55	8	0.14545454545454545
Gpsm3	3	5	13	2.6
Gpt	3	12	15	1.25
Gpt2	3	4	3	0.75
Gpx1	3	9	10	1.1111111111111112
Gpx2	3	14	8	0.5714285714285714
Gpx2-ps1	3	9	7	0.7777777777777778
Gpx3	3	6	9	1.5
Gpx4	3	3	9	3.0
Gpx5	3	6	8	1.3333333333333333
Gpx6	3	5	9	1.8
Gpx7	3	3	8	2.6666666666666665
Gpx8	3	5	3	0.6
Gramd1a	3	0	0	NA
Gramd1b	3	8	14	1.75
Gramd1c	3	3	9	3.0
Gramd2	3	3	7	2.3333333333333335
Gramd3	3	17	20	1.1764705882352942
Gramd4	3	26	16	0.6153846153846154
Grap	3	19	12	0.631578947368421
Grap2	3	41	17	0.4146341463414634
Grasp	3	17	7	0.4117647058823529
Grb10	3	82	25	0.3048780487804878
Grb14	3	0	0	NA
Grb2	3	4	13	3.25
Grb7	3	18	16	0.8888888888888888
Grcc10	3	10	9	0.9
Greb1	3	11	6	0.5454545454545454
Greb1l	3	77	42	0.5454545454545454
Grem1	3	5	10	2.0
Grem2	3	0	0	NA
Grhl1	3	12	9	0.75
Grhl2	3	28	14	0.5
Grhl3	3	4	11	2.75
Grhpr	3	22	20	0.9090909090909091
Gria1	3	6	19	3.1666666666666665
Gria2	3	2	3	1.5
Gria3	3	5	5	1.0
Gria4	3	34	6	0.17647058823529413
Grid1	3	8	14	1.75
Grid2	3	2	7	3.5
Grid2ip	3	0	0	NA
Grifin	3	8	5	0.625
Grik1	3	4	6	1.5
Grik2	3	6	5	0.8333333333333334
Grik3	3	17	19	1.1176470588235294
Grik4	3	4	10	2.5
Grik5	3	0	0	NA
Grin1	3	12	12	1.0
Grin1os	2	2	20	10.0
Grin2a	3	19	4	0.21052631578947367
Grin2b	3	18	43	2.388888888888889
Grin2c	3	37	30	0.8108108108108109
Grin2d	3	3	3	1.0
Grin3a	3	5	9	1.8
Grin3b	3	9	12	1.3333333333333333
Grina	3	19	10	0.5263157894736842
Grip1	3	14	6	0.42857142857142855
Grip1os1	3	15	4	0.26666666666666666
Grip1os2	3	9	9	1.0
Grip2	3	15	11	0.7333333333333333
Gripap1	3	4	6	1.5
Grk1	3	23	9	0.391304347826087
Grk2	3	11	10	0.9090909090909091
Grk3	3	6	12	2.0
Grk4	2	0	1	NA
Grk5	3	4	7	1.75
Grk6	3	12	7	0.5833333333333334
Grm1	3	2	7	3.5
Grm2	3	4	7	1.75
Grm3	3	3	16	5.333333333333333
Grm4	3	14	16	1.1428571428571428
Grm5	3	1	7	7.0
Grm6	3	6	5	0.8333333333333334
Grm7	3	8	14	1.75
Grm8	3	126	30	0.23809523809523808
Grn	3	5	7	1.4
Grp	3	14	24	1.7142857142857142
Grpel1	1	0	1	NA
Grpel2	3	24	11	0.4583333333333333
Grpr	3	3	5	1.6666666666666667
Grrp1	3	11	14	1.2727272727272727
Grsf1	3	4	9	2.25
Grtp1	3	8	30	3.75
Grwd1	3	3	1	0.3333333333333333
Grxcr1	3	0	8	NA
Grxcr2	3	9	4	0.4444444444444444
Gsap	3	13	10	0.7692307692307693
Gsc	3	4	11	2.75
Gsc2	3	9	21	2.3333333333333335
Gsdma	3	21	15	0.7142857142857143
Gsdma2	3	7	13	1.8571428571428572
Gsdma3	3	7	12	1.7142857142857142
Gsdmc	3	7	2	0.2857142857142857
Gsdmc2	3	0	1	NA
Gsdmc3	3	0	0	NA
Gsdmc4	3	0	1	NA
Gsdmcl-ps	3	1	2	2.0
Gsdmcl1	3	1	4	4.0
Gsdmcl2	3	0	0	NA
Gsdmd	3	21	20	0.9523809523809523
Gsdme	3	11	7	0.6363636363636364
Gse1	3	25	12	0.48
Gsg1	3	29	8	0.27586206896551724
Gsg1l	3	21	14	0.6666666666666666
Gsg1l2	3	22	11	0.5
Gsk3a	3	2	0	0.0
Gsk3b	3	5	5	1.0
Gskip	1	3	3	1.0
Gsn	3	13	10	0.7692307692307693
Gspt1	3	4	8	2.0
Gspt2	3	5	4	0.8
Gsr	3	1	2	2.0
Gss	3	10	8	0.8
Gsta1	3	2	1	0.5
Gsta2	3	4	7	1.75
Gsta3	3	18	23	1.2777777777777777
Gsta4	3	0	0	NA
Gstcd	2	5	5	1.0
Gstk1	3	4	12	3.0
Gstm1	3	5	21	4.2
Gstm2	3	2	5	2.5
Gstm3	3	2	2	1.0
Gstm4	3	7	14	2.0
Gstm5	3	24	15	0.625
Gstm6	3	8	12	1.5
Gstm7	3	11	9	0.8181818181818182
Gsto1	3	22	23	1.0454545454545454
Gsto2	3	18	11	0.6111111111111112
Gstp1	3	8	15	1.875
Gstp2	3	4	4	1.0
Gstp3	3	10	10	1.0
Gstt1	3	8	6	0.75
Gstt2	3	10	6	0.6
Gstt3	3	19	10	0.5263157894736842
Gstt4	3	16	8	0.5
Gstz1	3	1	0	0.0
Gsx1	3	10	12	1.2
Gsx2	3	20	8	0.4
Gt(ROSA)26Sor	3	5	13	2.6
Gtdc1	3	27	10	0.37037037037037035
Gtf2a1	3	0	0	NA
Gtf2a1l	3	6	12	2.0
Gtf2a2	3	8	7	0.875
Gtf2b	3	6	10	1.6666666666666667
Gtf2e1	3	11	13	1.1818181818181819
Gtf2e2	3	7	6	0.8571428571428571
Gtf2f1	3	4	8	2.0
Gtf2f2	3	13	14	1.0769230769230769
Gtf2h1	1	2	4	2.0
Gtf2h2	3	6	13	2.1666666666666665
Gtf2h3	1	3	2	0.6666666666666666
Gtf2h4	3	22	35	1.5909090909090908
Gtf2h5	1	3	3	1.0
Gtf2i	3	11	7	0.6363636363636364
Gtf2ird1	3	12	6	0.5
Gtf2ird2	3	9	3	0.3333333333333333
Gtf3a	3	3	5	1.6666666666666667
Gtf3c1	3	12	9	0.75
Gtf3c2	3	5	11	2.2
Gtf3c3	3	9	5	0.5555555555555556
Gtf3c4	3	4	8	2.0
Gtf3c5	3	15	20	1.3333333333333333
Gtf3c6	3	2	4	2.0
Gtpbp1	3	11	14	1.2727272727272727
Gtpbp10	3	4	11	2.75
Gtpbp2	3	9	7	0.7777777777777778
Gtpbp3	3	0	6	NA
Gtpbp4	3	5	20	4.0
Gtpbp6	3	10	12	1.2
Gtpbp8	3	5	4	0.8
Gtse1	3	9	7	0.7777777777777778
Gtsf1	3	4	14	3.5
Gtsf1l	3	19	17	0.8947368421052632
Gtsf2	3	3	7	2.3333333333333335
Guca1a	3	0	0	NA
Guca1b	3	36	8	0.2222222222222222
Guca2a	3	16	8	0.5
Guca2b	3	11	13	1.1818181818181819
Gucd1	3	6	14	2.3333333333333335
Gucy1a1	3	3	9	3.0
Gucy1a2	3	27	10	0.37037037037037035
Gucy1b1	3	2	1	0.5
Gucy1b2	3	11	7	0.6363636363636364
Gucy2c	3	14	14	1.0
Gucy2d	3	21	11	0.5238095238095238
Gucy2e	3	44	15	0.3409090909090909
Gucy2f	3	4	7	1.75
Gucy2g	3	5	10	2.0
Guf1	3	2	11	5.5
Guk1	3	8	7	0.875
Gulo	3	6	12	2.0
Gulp1	3	2	14	7.0
Gusb	3	3	6	2.0
Gvin1	1	0	6	NA
Gxylt1	3	18	7	0.3888888888888889
Gxylt2	3	10	13	1.3
Gyg	3	7	12	1.7142857142857142
Gykl1	3	3	12	4.0
Gypa	3	18	11	0.6111111111111112
Gypc	3	7	4	0.5714285714285714
Gys1	2	3	4	1.3333333333333333
Gys2	3	12	8	0.6666666666666666
Gzf1	3	8	16	2.0
Gzma	3	8	6	0.75
Gzmb	3	9	6	0.6666666666666666
Gzmc	3	6	9	1.5
Gzmd	3	7	9	1.2857142857142858
Gzme	3	7	16	2.2857142857142856
Gzmf	3	3	6	2.0
Gzmg	3	4	5	1.25
Gzmk	3	8	8	1.0
Gzmm	3	9	6	0.6666666666666666
Gzmn	3	6	8	1.3333333333333333
H13	3	6	12	2.0
H19	2	0	0	NA
H1f0	3	15	20	1.3333333333333333
H1f1	2	7	8	1.1428571428571428
H1f10	3	14	13	0.9285714285714286
H1f2	3	3	11	3.6666666666666665
H1f3	3	2	6	3.0
H1f4	3	39	13	0.3333333333333333
H1f5	3	0	1	NA
H1f6	3	10	6	0.6
H1f7	3	3	14	4.666666666666667
H1f8	3	25	13	0.52
H2-Aa	3	4	5	1.25
H2-Ab1	3	0	1	NA
H2-Bl	3	0	0	NA
H2-D1	3	10	7	0.7
H2-DMa	1	3	1	0.3333333333333333
H2-DMb1	3	39	11	0.28205128205128205
H2-DMb2	3	356	42	0.11797752808988764
H2-Ea	3	13	11	0.8461538461538461
H2-Eb1	3	4	6	1.5
H2-Eb2	3	9	8	0.8888888888888888
H2-K1	3	4	2	0.5
H2-K2	3	1	8	8.0
H2-Ke6	2	10	11	1.1
H2-L	1	1	4	4.0
H2-M1	3	9	34	3.7777777777777777
H2-M10.1	3	8	8	1.0
H2-M10.2	3	5	5	1.0
H2-M10.3	3	15	19	1.2666666666666666
H2-M10.4	3	2	14	7.0
H2-M10.5	3	2	15	7.5
H2-M10.6	3	0	8	NA
H2-M11	3	7	26	3.7142857142857144
H2-M2	3	0	8	NA
H2-M3	3	2	11	5.5
H2-M5	3	3	5	1.6666666666666667
H2-M9	3	1	1	1.0
H2-Oa	3	6	4	0.6666666666666666
H2-Ob	3	0	1	NA
H2-Q1	3	9	9	1.0
H2-Q10	3	0	5	NA
H2-Q2	3	5	9	1.8
H2-Q4	3	9	12	1.3333333333333333
H2-Q5	3	10	10	1.0
H2-Q6	1	0	0	NA
H2-Q7	3	7	17	2.4285714285714284
H2-Q8	3	0	2	NA
H2-Q9	1	2	10	5.0
H2-T-ps	3	3	16	5.333333333333333
H2-T10	3	0	0	NA
H2-T22	1	0	1	NA
H2-T23	3	6	11	1.8333333333333333
H2-T24	3	4	17	4.25
H2-T3	3	6	7	1.1666666666666667
H2-T9	3	0	1	NA
H2ab1	3	4	5	1.25
H2ab2	3	2	6	3.0
H2ab3	3	0	0	NA
H2ac1	1	6	6	1.0
H2ac10	3	6	9	1.5
H2ac11	2	0	1	NA
H2ac12	3	0	0	NA
H2ac13	1	0	0	NA
H2ac15	3	0	0	NA
H2ac18	3	12	7	0.5833333333333334
H2ac19	2	6	5	0.8333333333333334
H2ac20	2	7	7	1.0
H2ac21	3	8	11	1.375
H2ac4	3	16	9	0.5625
H2ac6	3	10	11	1.1
H2ac7	1	2	6	3.0
H2ac8	3	5	3	0.6
H2afy3	3	6	20	3.3333333333333335
H2aj	3	30	8	0.26666666666666666
H2al1a	3	9	11	1.2222222222222223
H2al1b	3	11	18	1.6363636363636365
H2al1c	1	4	2	0.5
H2al1d	1	4	2	0.5
H2al1e	3	15	16	1.0666666666666667
H2al1f	1	4	2	0.5
H2al1g	3	11	14	1.2727272727272727
H2al1h	3	20	18	0.9
H2al1i	1	4	2	0.5
H2al1j	3	18	15	0.8333333333333334
H2al1k	3	3	5	1.6666666666666667
H2al1m	3	1	2	2.0
H2al1n	3	2	4	2.0
H2al1o	3	3	6	2.0
H2al2a	3	11	15	1.3636363636363635
H2al2b	1	0	0	NA
H2al2c	3	0	1	NA
H2al3	3	1	5	5.0
H2ap	3	2	4	2.0
H2aw	1	8	5	0.625
H2ax	3	5	8	1.6
H2az1	3	4	10	2.5
H2az2	3	5	13	2.6
H2bc1	3	16	15	0.9375
H2bc11	2	1	1	1.0
H2bc12	1	0	0	NA
H2bc13	3	0	0	NA
H2bc14	3	0	0	NA
H2bc15	1	0	0	NA
H2bc18	2	23	11	0.4782608695652174
H2bc21	1	4	2	0.5
H2bc3	2	5	10	2.0
H2bc4	2	7	8	1.1428571428571428
H2bc6	3	27	19	0.7037037037037037
H2bc7	3	10	19	1.9
H2bc8	1	0	1	NA
H2bc9	3	4	16	4.0
H2bfm	3	1	4	4.0
H2bl1	3	14	12	0.8571428571428571
H2bu1-ps	3	24	12	0.5
H2bu2	3	30	13	0.43333333333333335
H3c1	2	5	4	0.8
H3c10	2	0	0	NA
H3c11	3	2	3	1.5
H3c13	3	27	14	0.5185185185185185
H3c14	1	3	4	1.3333333333333333
H3c15	3	9	9	1.0
H3c2	3	17	16	0.9411764705882353
H3c3	3	6	12	2.0
H3c4	2	5	13	2.6
H3c6	3	2	0	0.0
H3c7	1	3	8	2.6666666666666665
H3c8	3	9	17	1.8888888888888888
H3f3a	3	9	8	0.8888888888888888
H3f3b	3	22	15	0.6818181818181818
H3f3c	3	31	16	0.5161290322580645
H3f4	3	31	12	0.3870967741935484
H4c1	3	13	7	0.5384615384615384
H4c11	3	0	0	NA
H4c12	3	0	0	NA
H4c14	3	22	17	0.7727272727272727
H4c2	3	4	13	3.25
H4c3	3	10	21	2.1
H4c4	3	12	12	1.0
H4c6	3	2	1	0.5
H4c8	3	13	14	1.0769230769230769
H4c9	3	0	0	NA
H4f16	3	8	5	0.625
H60b	3	16	21	1.3125
H60c	3	17	6	0.35294117647058826
H6pd	3	8	9	1.125
Haao	3	5	19	3.8
Habp2	3	22	22	1.0
Habp4	3	6	6	1.0
Hacd1	3	10	4	0.4
Hacd2	3	5	8	1.6
Hacd3	3	6	11	1.8333333333333333
Hacd4	3	11	14	1.2727272727272727
Hace1	3	4	2	0.5
Hacl1	3	6	17	2.8333333333333335
Hadh	3	12	12	1.0
Hadha	3	7	11	1.5714285714285714
Hadhb	1	1	3	3.0
Hagh	1	0	0	NA
Haghl	3	11	10	0.9090909090909091
Haglr	3	5	16	3.2
Hal	3	10	5	0.5
Halr1	3	5	4	0.8
Hamp	3	0	0	NA
Hamp2	3	0	0	NA
Hand1	3	241	19	0.07883817427385892
Hand2	1	5	5	1.0
Hand2os1	3	8	10	1.25
Hao1	3	4	6	1.5
Hao2	3	0	0	NA
Hap1	3	11	9	0.8181818181818182
Hapln1	3	1	4	4.0
Hapln2	3	33	9	0.2727272727272727
Hapln3	3	0	8	NA
Hapln4	3	5	7	1.4
Harbi1	2	1	5	5.0
Hars	3	1	4	4.0
Hars2	1	0	1	NA
Has1	3	6	5	0.8333333333333334
Has2	3	14	9	0.6428571428571429
Has2os	3	12	14	1.1666666666666667
Has3	3	24	12	0.5
Haspin	3	3	9	3.0
Hat1	3	5	1	0.2
Haus1	1	1	5	5.0
Haus2	3	8	9	1.125
Haus3	3	27	5	0.18518518518518517
Haus4	3	4	18	4.5
Haus5	3	0	0	NA
Haus6	3	2	6	3.0
Haus7	3	2	4	2.0
Haus8	3	12	9	0.75
Havcr1	3	2	1	0.5
Havcr2	3	7	10	1.4285714285714286
Hax1	3	11	12	1.0909090909090908
Hba-a1	3	7	3	0.42857142857142855
Hba-a2	1	0	0	NA
Hba-x	3	71	22	0.30985915492957744
Hbb-b1	1	5	9	1.8
Hbb-b2	3	7	6	0.8571428571428571
Hbb-bh1	3	12	20	1.6666666666666667
Hbb-bh2	3	8	19	2.375
Hbb-bs	3	17	17	1.0
Hbb-bt	1	5	2	0.4
Hbb-y	3	19	5	0.2631578947368421
Hbegf	3	7	9	1.2857142857142858
Hbp1	3	4	8	2.0
Hbq1a	3	37	7	0.1891891891891892
Hbq1b	3	14	5	0.35714285714285715
Hbs1l	3	5	6	1.2
Hc	3	7	9	1.2857142857142858
Hcar1	3	10	7	0.7
Hcar2	3	15	5	0.3333333333333333
Hccs	3	0	0	NA
Hcfc1	3	0	1	NA
Hcfc1r1	3	4	5	1.25
Hcfc2	3	11	10	0.9090909090909091
Hck	3	9	9	1.0
Hcls1	3	2	1	0.5
Hcn1	3	6	7	1.1666666666666667
Hcn2	3	34	6	0.17647058823529413
Hcn3	3	0	0	NA
Hcn4	3	10	9	0.9
Hcrt	3	16	9	0.5625
Hcrtr1	3	7	18	2.5714285714285716
Hcrtr2	3	4	10	2.5
Hcst	3	2	0	0.0
Hdac1	3	5	8	1.6
Hdac10	3	21	5	0.23809523809523808
Hdac11	3	11	11	1.0
Hdac2	3	1	5	5.0
Hdac3	3	23	15	0.6521739130434783
Hdac4	3	27	21	0.7777777777777778
Hdac5	1	15	5	0.3333333333333333
Hdac6	3	1	0	0.0
Hdac7	3	21	12	0.5714285714285714
Hdac8	3	9	9	1.0
Hdac9	3	9	12	1.3333333333333333
Hdc	3	9	10	1.1111111111111112
Hddc2	3	5	9	1.8
Hddc3	3	4	2	0.5
Hdgf	3	8	5	0.625
Hdgfl1	3	6	4	0.6666666666666666
Hdgfl2	2	6	3	0.5
Hdgfl3	3	1	8	8.0
Hdhd2	3	19	7	0.3684210526315789
Hdhd3	3	36	9	0.25
Hdhd5	3	6	3	0.5
Hdlbp	3	8	5	0.625
Hdx	3	2	6	3.0
Heatr1	3	10	6	0.6
Heatr3	3	19	14	0.7368421052631579
Heatr5a	3	9	5	0.5555555555555556
Heatr5b	3	4	13	3.25
Heatr6	3	6	9	1.5
Heatr9	3	25	10	0.4
Hebp1	3	14	8	0.5714285714285714
Hebp2	3	1	8	8.0
Heca	3	4	10	2.5
Hectd1	3	4	14	3.5
Hectd2	3	4	4	1.0
Hectd2os	3	17	11	0.6470588235294118
Hectd3	1	1	1	1.0
Hectd4	3	5	10	2.0
Hecw1	3	2	6	3.0
Hecw2	3	8	13	1.625
Heg1	3	13	5	0.38461538461538464
Helb	3	12	14	1.1666666666666667
Hells	3	2	4	2.0
Helq	3	6	9	1.5
Helt	3	12	11	0.9166666666666666
Helz	3	3	10	3.3333333333333335
Helz2	3	19	30	1.5789473684210527
Hemgn	3	22	7	0.3181818181818182
Hemk1	3	46	34	0.7391304347826086
Henmt1	3	6	13	2.1666666666666665
Hepacam	3	47	17	0.3617021276595745
Hepacam2	3	7	18	2.5714285714285716
Heph	3	0	9	NA
Hephl1	3	5	8	1.6
Herc1	3	0	5	NA
Herc2	3	8	16	2.0
Herc3	3	6	7	1.1666666666666667
Herc4	3	4	10	2.5
Herc6	3	2	6	3.0
Herpud1	3	7	7	1.0
Herpud2	3	4	6	1.5
Hes1	3	23	3	0.13043478260869565
Hes2	3	16	9	0.5625
Hes3	3	14	7	0.5
Hes5	3	14	3	0.21428571428571427
Hes6	3	10	9	0.9
Hes7	3	42	16	0.38095238095238093
Hesx1	3	10	12	1.2
Hexa	3	39	19	0.48717948717948717
Hexb	3	13	6	0.46153846153846156
Hexdc	3	7	11	1.5714285714285714
Hexim1	3	11	3	0.2727272727272727
Hexim2	3	17	18	1.0588235294117647
Hey1	3	19	7	0.3684210526315789
Hey2	3	4	5	1.25
Heyl	3	13	14	1.0769230769230769
Hfe	3	9	6	0.6666666666666666
Hfm1	3	3	13	4.333333333333333
Hgd	3	11	6	0.5454545454545454
Hgf	3	4	9	2.25
Hgfac	3	32	24	0.75
Hgh1	3	5	11	2.2
Hgs	1	5	1	0.2
Hgsnat	3	5	12	2.4
Hhat	3	6	28	4.666666666666667
Hhatl	3	7	3	0.42857142857142855
Hhex	3	5	16	3.2
Hhip	3	1	2	2.0
Hhipl1	3	12	12	1.0
Hhipl2	3	0	0	NA
Hhla1	3	16	5	0.3125
Hibadh	3	13	13	1.0
Hibch	3	9	10	1.1111111111111112
Hic1	3	288	7	0.024305555555555556
Hic2	3	7	7	1.0
