gene	n_bins	sum_x1_ESC	sum_x2_NPC	ratio_x2_over_x1
1700074P13Rik	3	3	10	3.3333333333333335
1700080N15Rik	3	9	6	0.6666666666666666
1700080O16Rik	3	7	4	0.5714285714285714
1700081H04Rik	3	13	9	0.6923076923076923
1700083H02Rik	3	30	8	0.26666666666666666
1700084D21Rik	3	6	5	0.8333333333333334
1700084E18Rik	3	6	9	1.5
1700084F23Rik	3	31	13	0.41935483870967744
1700084J12Rik	3	2	16	8.0
1700084M14Rik	3	0	1	NA
1700085C21Rik	3	13	16	1.2307692307692308
1700086L19Rik	3	2	3	1.5
1700086O06Rik	2	27	15	0.5555555555555556
1700088E04Rik	3	6	11	1.8333333333333333
1700091H14Rik	3	1	1	1.0
1700092C02Rik	3	10	15	1.5
1700092C10Rik	1	2	4	2.0
1700092E19Rik	3	2	12	6.0
1700092K14Rik	3	7	22	3.142857142857143
1700092M07Rik	3	6	5	0.8333333333333334
1700093K21Rik	3	11	4	0.36363636363636365
1700094D03Rik	3	5	13	2.6
1700094J05Rik	3	11	8	0.7272727272727273
1700094M24Rik	3	6	12	2.0
1700095A21Rik	3	0	0	NA
1700095B10Rik	3	17	13	0.7647058823529411
1700095J03Rik	3	1	0	0.0
1700095J12Rik	3	20	27	1.35
1700096J18Rik	3	10	7	0.7
1700096K18Rik	3	6	6	1.0
1700096P03Rik	3	20	15	0.75
1700097N02Rik	3	24	9	0.375
1700099I09Rik	3	4	12	3.0
1700100I10Rik	3	6	6	1.0
1700100L14Rik	3	7	7	1.0
1700101I11Rik	1	2	7	3.5
1700101O22Rik	3	5	8	1.6
1700102H20Rik	1	2	1	0.5
1700102P08Rik	3	23	20	0.8695652173913043
1700104L18Rik	3	16	25	1.5625
1700105P06Rik	3	4	3	0.75
1700108F19Rik	3	16	19	1.1875
1700108J01Rik	3	1	8	8.0
1700109G14Rik	3	7	9	1.2857142857142858
1700109G15Rik	3	6	11	1.8333333333333333
1700109H08Rik	3	2	4	2.0
1700109I08Rik	3	0	0	NA
1700109K24Rik	3	6	15	2.5
1700110C19Rik	3	9	7	0.7777777777777778
1700110I01Rik	1	0	0	NA
1700110I07Rik	3	1	10	10.0
1700110K17Rik	3	13	10	0.7692307692307693
1700111N16Rik	3	3	4	1.3333333333333333
1700112H15Rik	3	4	5	1.25
1700112J05Rik	3	4	15	3.75
1700112J16Rik	3	9	16	1.7777777777777777
1700113A16Rik	3	1	1	1.0
1700113B09Rik	3	6	5	0.8333333333333334
1700113H08Rik	3	12	12	1.0
1700116B05Rik	3	6	6	1.0
1700119H24Rik	3	7	11	1.5714285714285714
1700120C14Rik	3	6	11	1.8333333333333333
1700120E14Rik	3	1	0	0.0
1700120G07Rik	3	22	15	0.6818181818181818
1700120K04Rik	3	4	5	1.25
1700121L16Rik	3	0	9	NA
1700121N20Rik	3	0	0	NA
1700122C19Rik	3	5	8	1.6
1700122H20Rik	2	10	6	0.6
1700122O11Rik	3	10	11	1.1
1700123J17Rik	3	19	20	1.0526315789473684
1700123K08Rik	3	33	18	0.5454545454545454
1700123L14Rik	3	2	9	4.5
1700123M08Rik	1	2	4	2.0
1700123O12Rik	3	3	8	2.6666666666666665
1700123O20Rik	3	18	15	0.8333333333333334
1700123O21Rik	3	11	4	0.36363636363636365
1700124L16Rik	3	28	12	0.42857142857142855
1700125G02Rik	3	3	6	2.0
1700125G22Rik	1	0	0	NA
1700125H03Rik	3	10	12	1.2
1700125H20Rik	3	9	15	1.6666666666666667
1700126H18Rik	3	11	9	0.8181818181818182
1700128A07Rik	3	5	10	2.0
1700128F08Rik	3	16	3	0.1875
1700129C05Rik	3	10	4	0.4
1810006J02Rik	3	1	10	10.0
1810007C17Rik	3	0	0	NA
1810007D17Rik	3	14	12	0.8571428571428571
1810008I18Rik	3	3	8	2.6666666666666665
1810009A15Rik	1	1	0	0.0
1810009J06Rik	3	0	0	NA
1810010H24Rik	3	9	11	1.2222222222222223
1810012K16Rik	1	1	0	0.0
1810013A23Rik	3	11	11	1.0
1810013L24Rik	3	21	14	0.6666666666666666
1810014B01Rik	3	12	13	1.0833333333333333
1810018F18Rik	3	2	8	4.0
1810019D21Rik	3	12	12	1.0
1810020O05Rik	3	23	12	0.5217391304347826
1810021B22Rik	3	7	19	2.7142857142857144
1810024B03Rik	3	32	33	1.03125
1810026B05Rik	3	2	10	5.0
1810030O07Rik	3	2	3	1.5
1810034E14Rik	3	3	13	4.333333333333333
1810037I17Rik	1	2	5	2.5
1810041H14Rik	2	8	22	2.75
1810044D09Rik	1	1	1	1.0
1810046K07Rik	3	12	13	1.0833333333333333
1810053B23Rik	3	24	14	0.5833333333333334
1810055G02Rik	3	14	9	0.6428571428571429
1810058I24Rik	3	21	12	0.5714285714285714
1810062G17Rik	1	5	8	1.6
1810062O18Rik	3	21	27	1.2857142857142858
1810063I02Rik	2	5	12	2.4
1810064F22Rik	3	5	5	1.0
1810065E05Rik	3	11	24	2.1818181818181817
2010001A14Rik	3	1	7	7.0
2010003K11Rik	3	12	12	1.0
2010009K17Rik	3	25	15	0.6
2010010A06Rik	3	18	12	0.6666666666666666
2010016I18Rik	3	1	24	24.0
2010106C02Rik	3	7	19	2.7142857142857144
2010106E10Rik	3	0	5	NA
2010109A12Rik	1	1	3	3.0
2010204K13Rik	3	4	9	2.25
2010300C02Rik	3	9	11	1.2222222222222223
2010308F09Rik	3	2	5	2.5
2010310C07Rik	3	7	7	1.0
2010315B03Rik	3	0	0	NA
2010320M18Rik	1	34	6	0.17647058823529413
2200002D01Rik	3	13	14	1.0769230769230769
2200002J24Rik	3	0	0	NA
2210010C04Rik	3	6	15	2.5
2210016F16Rik	3	9	8	0.8888888888888888
2210016L21Rik	3	12	6	0.5
2210039B01Rik	3	10	7	0.7
2210404E10Rik	3	7	10	1.4285714285714286
2210406O10Rik	3	4	7	1.75
2210407C18Rik	3	10	10	1.0
2210408F21Rik	3	29	8	0.27586206896551724
2210408I21Rik	1	1	1	1.0
2210409D07Rik	3	15	10	0.6666666666666666
2210409E12Rik	3	7	10	1.4285714285714286
2210414B05Rik	3	7	15	2.142857142857143
2210416O15Rik	3	32	8	0.25
2210417A02Rik	3	7	9	1.2857142857142858
2210418O10Rik	1	0	0	NA
2210420H20Rik	3	17	14	0.8235294117647058
2300002M23Rik	3	5	13	2.6
2300003K06Rik	3	1	2	2.0
2300009A05Rik	3	15	18	1.2
2310001H17Rik	3	4	3	0.75
2310001K24Rik	3	6	7	1.1666666666666667
2310002D06Rik	3	10	7	0.7
2310002F09Rik	3	2	9	4.5
2310002L09Rik	3	4	6	1.5
2310003N18Rik	3	0	1	NA
2310005A03Rik	3	10	6	0.6
2310005E17Rik	3	5	8	1.6
2310008N11Rik	3	29	15	0.5172413793103449
2310009B15Rik	3	12	4	0.3333333333333333
2310010J17Rik	3	2	5	2.5
2310011J03Rik	3	19	2	0.10526315789473684
2310015A10Rik	3	9	11	1.2222222222222223
2310015D24Rik	3	3	8	2.6666666666666665
2310016D03Rik	3	4	24	6.0
2310016G11Rik	3	7	20	2.857142857142857
2310020H05Rik	3	2	6	3.0
2310022A10Rik	1	33	13	0.3939393939393939
2310022B05Rik	3	11	11	1.0
2310030A07Rik	3	9	11	1.2222222222222223
2310030G06Rik	3	8	4	0.5
2310033P09Rik	3	8	9	1.125
